id,name,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,protected,default_profile,default_profile_image,user_id,target,raw_label,followers_friends_ratio,favourites_statuses_ratio,statuses_followers_ratio,description_length,username_length,username_digit_count,username_digit_ratio,fullname_length,fullname_word_count,name_equals_username,followers_count_transformed,friends_count_transformed,favourites_count_transformed,clean_desc,clean_name,clean_screen_name,combined_text
2899383706,Dylan Smith,Cupidd__,"Pine Log, Ga","When life's got you at the end of your rope, dally off and turn left...",1159,2214,1,6118,0,3400,0,1,0,2899383706,0,human,0.5237020316027088,1.7991767127315494,2.931896551724138,71,8,0,0.0,11,2,0,3.0644579892269186,3.3453737305590883,3.7866804531966487,when life s got you at the end of your rope dally off and turn left,dylan smith,cupidd,when life s got you at the end of your rope dally off and turn left dylan smith cupidd
176769813,福島 馨 Kaoru Fukushima,IHONOfukushima,"Aichi, Japan",IHONOというグループで自由にアート活動してます。オリジナルで『詩の朗読』の音楽を作ってます。いろいろ趣味でやってます。 IHONO is my Art & Music creation group. Original Works【Poetry Reading Music】,1003,876,111,6925,0,102272,0,0,0,176769813,1,bot,1.144811858608894,0.06772070830033342,101.86553784860558,138,14,0,0.0,20,4,0,3.0017337128090005,2.9429995933660407,3.840482487213442,ihono ihono is my art music creation group original works poetry reading music,kaoru fukushima,ihonofukushima,ihono ihono is my art music creation group original works poetry reading music kaoru fukushima ihonofukushima
160159077,Defreds,Defreds,Vigo ¿Hay algún sitio mejor?,"Sonreír, saltar y escuchar :) No hace falta mucho más. No escribo poesía y ni mucho menos lo pretendo. Son mis cosas, nada más.",290512,988,512,79711,1,53369,0,0,0,160159077,0,human,293.74418604651163,1.4935731684466929,0.18370950697559146,127,7,0,0.0,7,1,1,5.463165571156442,2.9951962915971793,4.9015237058564125,sonre r saltar y escuchar no hace falta mucho m s no escribo poes a y ni mucho menos lo pretendo son mis cosas nada m s,defreds,defreds,sonre r saltar y escuchar no hace falta mucho m s no escribo poes a y ni mucho menos lo pretendo son mis cosas nada m s defreds defreds
885003066,Forex Заработок,investdollar,Россия,УВАЖАЙТЕ СЕБЯ! КРУТО ЗАРАБАТЫВАТЬ https://t.co/xJyA6WYmf1 В ИНТЕРНЕТЕ! РЕАЛЬНЫЙ ЗАРАБОТОК В ИНТЕРНЕТЕ!  https://t.co/xJyA6WYmf1 УВАЖАЮ РУССКИХ И ВСЕХ ОСТАЛЬНЫХ!,37043,23846,97,2,0,47304,0,0,0,885003066,0,human,1.5534029437665116,6.341824331466019e-05,1.2769949249541086,160,12,0,0.0,15,2,0,4.56871787552972,4.377433751703389,0.47712125471966244,,forex,investdollar,forex investdollar
70726185,いづみ☆彡 // C:17-U31,izumi_tw,,プロフ画は北村ヂンさんの贋作にがおえ。favorite:大道芸/温泉/富士山/チョコレート/さくら/ビール/鉄道旅/いちご/あんまんまんちゃん/ポケモンGO/鳥取/オセロニア/文スト/ビリヤニ･･･etc//おまけ：放送大学今年1年休学中//SUKE3&SYU記録用インスタ、izumingspassoにてきまぐれ更新中,1483,2425,33,70576,0,36450,0,0,0,70726185,0,human,0.6117065127782357,1.9362157416806123,24.56266846361186,160,8,0,0.0,17,3,0,3.171433900943008,3.3848907965305544,4.848663193962516,favorite go etc 1 suke3 syu izumingspasso,c 17 u31,izumi tw,favorite go etc 1 suke3 syu izumingspasso c 17 u31 izumi tw
276197452,Callywood Music,I_AM_CALLYWOOD,"Denver, Colorado",https://t.co/MFfFHwii4Z,1322,2186,34,250,0,578387,0,0,0,276197452,1,bot,0.6049382716049383,0.00043396474339025014,437.1791383219955,23,14,0,0.0,15,2,0,3.1215598441875008,3.339848783037637,2.399673721481038,,callywood music,i am callywood,callywood music i am callywood
1113769100,♚ رحـــــــــالــــ♚,100rahal100,,‏‏‎‎‎‎‎‎ ‎‎‎@messfer20,82290,83899,50,13437,0,74352,0,0,0,1113769100,1,bot,0.9808224076281288,0.18073245195217408,0.9035374463793124,22,11,6,0.5454545454545454,20,2,0,4.915352339901578,4.9237619608287,4.128334636753716,messfer20,,100rahal100,messfer20  100rahal100
3920279115,HighProfitMT4,highprofitmt4,,,889,1014,25,2,0,13444,0,1,0,3920279115,1,bot,0.8768472906403941,0.00022313127556712533,15.106741573033707,0,13,1,0.07692307692307693,13,1,1,2.949390006644913,3.0064660422492318,0.47712125471966244,,highprofitmt4,highprofitmt4,highprofitmt4 highprofitmt4
1198278313,Jack Griffiths,JackGriffiths1,"London, England","I have no talent but I was on Ladbible once. Other than that, just tweet the same stuff really. Turn notifications on. sc: jack.griffiths1",106168,42319,221,944,0,2933,0,0,0,1198278313,0,human,2.508719281663516,0.3220858895705521,0.02763518541193757,138,14,1,0.07142857142857142,14,2,0,5.025997726780487,4.626545659027129,2.975431808509263,i have no talent but i was on ladbible once other than that just tweet the same stuff really turn notifications on sc jack griffiths1,jack griffiths,jackgriffiths1,i have no talent but i was on ladbible once other than that just tweet the same stuff really turn notifications on sc jack griffiths1 jack griffiths jackgriffiths1
267185120,Holly Mcguire,HollyMcguirexx,"Marbella, Spain","B.A. Hons Fashion Design Student, Turned Model, Turned Page 3, Turned Singer/Songwriter, Turned Tv Presenter https://t.co/eLpijocSGH",143443,1869,353,4680,0,10169,0,0,0,267185120,0,human,76.70802139037433,0.46027531956735496,0.07089874794344832,132,14,0,0.0,13,2,0,5.15668238721856,3.271841606536499,3.670338641127442,b a hons fashion design student turned model turned page 3 turned singer songwriter turned tv presenter,holly mcguire,hollymcguirexx,b a hons fashion design student turned model turned page 3 turned singer songwriter turned tv presenter holly mcguire hollymcguirexx
15257790,Horse & Hound,horseandhound,Britain,Weekly equestrian magazine with a popular news website and massive forum community,115354,975,815,1041,1,52964,0,0,0,15257790,0,human,118.19159836065573,0.019673369206079486,0.4591478479476399,82,13,0,0.0,13,3,0,5.062036423524197,2.9894498176666917,3.0178677189635055,weekly equestrian magazine with a popular news website and massive forum community,horse hound,horseandhound,weekly equestrian magazine with a popular news website and massive forum community horse hound horseandhound
33625790,Esporte Clube Bahia,ECBahia,Salvador,"Twitter oficial do primeiro campeão do Brasil, bi nacional e dono da melhor torcida do país. Bora Bahêa, Minha Porra!",1379441,61,1127,1273,1,49561,0,0,0,33625790,0,human,22249.064516129034,0.02570517735361769,0.03592902057498612,117,7,0,0.0,19,3,0,6.139703444859066,1.792391689498254,3.1051694279993316,twitter oficial do primeiro campe o do brasil bi nacional e dono da melhor torcida do pa s bora bah a minha porra,esporte clube bahia,ecbahia,twitter oficial do primeiro campe o do brasil bi nacional e dono da melhor torcida do pa s bora bah a minha porra esporte clube bahia ecbahia
47989062,Haki Ngowi,Hakingowi,Tanzania🇹🇿,"🌍 Official Twitter Page Of Haki Ngowi ®

💻📱

🐦Tweets From Haki Ngowi are signed hn+",225425,10777,84,32606,0,91138,0,0,0,47989062,1,bot,20.915383187975504,0.3577721941210678,0.40429675370188,83,9,0,0.0,10,2,0,5.353004004901439,4.032538179260007,4.513310843473862,official twitter page of haki ngowi tweets from haki ngowi are signed hn,haki ngowi,hakingowi,official twitter page of haki ngowi tweets from haki ngowi are signed hn haki ngowi hakingowi
393032536,Jesimein,Jesimein,"Wakanda, California",@Youtube Content Creator | 1/2 Saiyan & 1/2 Black. Contact: Jesimein@gmail.com,58738,4604,158,12766,0,70149,0,0,0,393032536,0,human,12.755483170466883,0.18199572344975054,1.194266160472599,78,8,0,0.0,8,1,1,4.768926548618877,3.663229634532868,4.106088858382442,youtube content creator 1 2 saiyan 1 2 black contact jesimein gmail com,jesimein,jesimein,youtube content creator 1 2 saiyan 1 2 black contact jesimein gmail com jesimein jesimein
2186755171,Andy Smith,aplsmith5,Telford,"Passionate re supporting #powerless via Meeting Point, #HumanRights #Peace, #FairTrade.vs Slavery & #ClimateChange #Artist #Resist #FBR, anti #Brexit #FBPE 🌊🌊",220774,228747,439,560,0,34128,0,0,0,2186755171,0,human,0.9651450504485285,0.016437633683963785,0.15458724946212207,158,9,1,0.1111111111111111,10,2,0,5.343949893437802,5.359357305611662,2.748962861256161,passionate re supporting powerless via meeting point humanrights peace fairtrade vs slavery climatechange artist resist fbr anti brexit fbpe,andy smith,aplsmith5,passionate re supporting powerless via meeting point humanrights peace fairtrade vs slavery climatechange artist resist fbr anti brexit fbpe andy smith aplsmith5
1329116436,CHANBAEK-FAMILY ✌ 찬백,CHANBAEK_FAMILY,ins: chanbaek_family,'열' 부터 '백' 까지 완벽해 ♡ {Since 13.03.31},248753,49,329,1744,0,48457,0,0,0,1329116436,0,human,4975.08,0.0360105658508399,0.19480289764184697,36,15,0,0.0,20,3,0,5.395770072991474,1.6989700043360187,3.241795431295199,since 13 03 31,chanbaek family,chanbaek family,since 13 03 31 chanbaek family chanbaek family
564631124,Instagram ➡️ @800booty (+112K),800Nalgas,#800Booty,Cuenta sólo para  #BootyAdictos | Rendimos culto a los #traseros más hermosos de la red | Las #Nalgonas más Bellas! Síguenos en #Instagram,112376,3269,623,5508,0,70671,0,0,0,564631124,1,bot,34.36605504587156,0.07795166402535658,0.6288831344492201,138,9,3,0.3333333333333333,30,4,0,5.050677434051492,3.514547752660286,3.7410727723733213,cuenta s lo para bootyadictos rendimos culto a los traseros m s hermosos de la red las nalgonas m s bellas s guenos en instagram,instagram 800booty 112k,800nalgas,cuenta s lo para bootyadictos rendimos culto a los traseros m s hermosos de la red las nalgonas m s bellas s guenos en instagram instagram 800booty 112k 800nalgas
1387188162,Cursi Mirrey,CURSICRUDO,México,"Volví más cursi, pero también te criticaré si me criticas. ¡Les extrañe mis Ladys!",93642,103622,93,1224,0,4348,0,0,0,1387188162,0,human,0.9036893353792111,0.2816739480340308,0.0464423395235095,82,10,0,0.0,12,2,0,4.971475318550596,5.015456161436776,3.0881360887005513,volv m s cursi pero tambi n te criticar si me criticas les extra e mis ladys,cursi mirrey,cursicrudo,volv m s cursi pero tambi n te criticar si me criticas les extra e mis ladys cursi mirrey cursicrudo
96497966,Gregg Doyel,GreggDoyelStar,Indianapolis,And STILL the sports columnist for @IndyStarSports! Plus I'm a professional dog-walker for WagWalking. What. Furthermore: #ColumnComing,105429,188,2640,13289,1,113128,0,0,0,96497966,0,human,557.8306878306878,0.11747650911790965,1.073024755762117,135,14,0,0.0,11,2,0,5.022964206517993,2.2764618041732443,4.123524980942732,and still the sports columnist for indystarsports plus i m a professional dog walker for wagwalking what furthermore columncoming,gregg doyel,greggdoyelstar,and still the sports columnist for indystarsports plus i m a professional dog walker for wagwalking what furthermore columncoming gregg doyel greggdoyelstar
17471979,National Geographic,NatGeo,Global,Taking our understanding and awareness of the world further for 130 years | Test your knowledge with our Messenger chatbot: https://t.co/ccYzeKUBSU,22459300,54,64445,6111,1,47472,0,0,0,17471979,1,bot,408350.92727272725,0.12874686663998483,0.0021137345280692397,147,6,0,0.0,19,2,0,7.3513962356045655,1.7403626894942439,3.7861833455676335,taking our understanding and awareness of the world further for 130 years test your knowledge with our messenger chatbot,national geographic,natgeo,taking our understanding and awareness of the world further for 130 years test your knowledge with our messenger chatbot national geographic natgeo
2971930268,ゆめかわいいの世界,ec5d97,ゆめかわいいものをつぶやきます。,お砂糖みたいな,1076,1478,5,1,0,9769,0,0,0,2971930268,1,bot,0.7281947261663286,0.00020470829068577277,9.071494893221912,7,6,3,0.5,9,1,0,3.0322157032979815,3.1699681739968923,0.3010299956639812,,,ec5d97,ec5d97
120808237,Club Necaxa ⚡,ClubNecaxa,Aguascalientes México,Cuenta Oficial de Club Necaxa equipo de la @LigaBancomerMX #FuerzaRayos⚡️ @ClubNecaxaFB y @NecaxaFemenil.,227038,504,886,13020,1,65894,0,0,0,120808237,0,human,449.58217821782176,0.19760224599742013,0.29023647919520434,105,10,0,0.0,13,3,0,5.356100465254703,2.7032913781186614,4.114644338902279,cuenta oficial de club necaxa equipo de la ligabancomermx fuerzarayos clubnecaxafb y necaxafemenil,club necaxa,clubnecaxa,cuenta oficial de club necaxa equipo de la ligabancomermx fuerzarayos clubnecaxafb y necaxafemenil club necaxa clubnecaxa
2481764343,indiara,i30481760,"Rio de Janeiro, Brasil",Flameguista. Querendo viver sem medo de se arrepender e ser feliz. 👭💘#Comprometida❤💕👭😎😉💍#Resistência,843,1390,3,43920,0,56262,0,1,0,2481764343,1,bot,0.6067577282530554,0.780637363809253,66.66232227488152,100,9,8,0.8888888888888888,7,1,0,2.926342446625655,3.143327129992046,4.642672219637341,flameguista querendo viver sem medo de se arrepender e ser feliz comprometida resist ncia,indiara,i30481760,flameguista querendo viver sem medo de se arrepender e ser feliz comprometida resist ncia indiara i30481760
18440438,Mohamad Ariau Akbar,ariauakbar,"Jakarta, Indonesia.",Creative Technologist • Home Barista • Street Photographer | Product & Design @BizzyID,1004,1595,46,10804,0,32873,0,0,0,18440438,0,human,0.6296992481203008,0.3286791993672811,32.71044776119403,86,10,0,0.0,19,3,0,3.002166061756508,3.2030328870147105,4.0336247712192606,creative technologist home barista street photographer product design bizzyid,mohamad ariau akbar,ariauakbar,creative technologist home barista street photographer product design bizzyid mohamad ariau akbar ariauakbar
43298395,Berlin Philharmonic,BerlinPhil,"Berlin, Deutschland",The Berliner Philharmoniker's official twitter feed,131230,891,2870,1986,1,11431,0,0,0,43298395,0,human,147.11995515695068,0.17381035689293212,0.08711356310627824,51,10,0,0.0,19,2,0,5.118036438230588,2.950364854376123,3.298197867109815,the berliner philharmoniker s official twitter feed,berlin philharmonic,berlinphil,the berliner philharmoniker s official twitter feed berlin philharmonic berlinphil
303238869,Daniel Padilla,iDjsters,DJ 's World ✨❤️,"★「 We are not fans, we are DJSTERS. We are not obsessed, we are DEDICATED. We are not friends, we are FAMILY.」☆♥ (05/22/12)",94564,151,100,1501,0,11860,0,0,0,303238869,1,bot,622.1381578947369,0.12663350476351065,0.12542695500449427,123,8,0,0.0,14,2,0,4.975730426893796,2.1818435879447726,3.17666993266815,we are not fans we are djsters we are not obsessed we are dedicated we are not friends we are family 05 22 12,daniel padilla,idjsters,we are not fans we are djsters we are not obsessed we are dedicated we are not friends we are family 05 22 12 daniel padilla idjsters
95531927,Rachael,Chathamm,"Indianapolis, IN","The golden rule is my life motto.  

Instagram/snapchat/everything: Chathamm",1232,1073,24,11299,0,31068,0,0,0,95531927,0,human,1.1480446927374302,0.363706588560945,25.197891321978915,76,8,0,0.0,7,1,0,3.0909630765957314,3.0310042813635367,4.05307844348342,the golden rule is my life motto instagram snapchat everything chathamm,rachael,chathamm,the golden rule is my life motto instagram snapchat everything chathamm rachael chathamm
723414284,SongBird,_beautyvoicebox,"Houston,Tx",Black As Hell #SheaButterBitch #SHSUAlumni,819,861,17,2977,0,62657,0,0,0,723414284,0,human,0.951276102088167,0.04752784959622076,76.41219512195121,42,15,0,0.0,8,1,0,2.9138138523837167,2.9355072658247128,3.473924693416157,black as hell sheabutterbitch shsualumni,songbird,beautyvoicebox,black as hell sheabutterbitch shsualumni songbird beautyvoicebox
2469836959,تويتر الأحساء,alahsekaer,"الاحساء, المملكة العربية السعو",‏‏‏‎‎‎@mulhim_n عبدالرحمن الملحم  رسمنا أحسائنا إبتسامة وتس اب الحساب0559133355 snab.amolhim123,54968,6519,63,712,0,29613,0,1,0,2469836959,0,human,8.430828220858896,0.02407645032754778,0.5387400171005475,95,10,0,0.0,13,2,0,4.740117836321156,3.81424759573192,2.8530895298518657,mulhim n 0559133355 snab amolhim123,,alahsekaer,mulhim n 0559133355 snab amolhim123  alahsekaer
71020190,ChinaSource,ChinaSourceOrg,,A window into Christianity in China and the key issues that impact the church.,1560,530,49,255,0,6275,0,0,0,71020190,1,bot,2.9397363465160073,0.04079031230082855,4.020499679692505,78,14,0,0.0,11,1,0,3.1934029030624176,2.725094521081469,2.4082399653118496,a window into christianity in china and the key issues that impact the church,chinasource,chinasourceorg,a window into christianity in china and the key issues that impact the church chinasource chinasourceorg
813286,Barack Obama,BarackObama,"Washington, DC","Dad, husband, President, citizen.",104320730,616381,229991,11,1,15574,0,0,0,813286,0,human,169.2468809926312,0.0007704654895666132,0.00014929918387937677,33,11,0,0.0,12,2,0,8.01837062160251,5.789849947673221,1.0791812460476249,dad husband president citizen,barack obama,barackobama,dad husband president citizen barack obama barackobama
20521828,Helen Zille,helenzille,Cape Town,"Mother, Makhulu, wife, Premier.  Likes enable me to save the comment NOT support it.",1359895,2299,2411,1243,1,64777,0,0,0,20521828,0,human,591.2591304347826,0.019204050757973386,0.04763452499308771,84,10,0,0.0,11,2,0,6.133505696345831,3.361727836017593,3.0948203803548,mother makhulu wife premier likes enable me to save the comment not support it,helen zille,helenzille,mother makhulu wife premier likes enable me to save the comment not support it helen zille helenzille
18938394,Catraca Livre,catracalivre,Brasil,Facilite sua vida!,1817902,1042,3018,1053,1,126863,0,0,0,18938394,1,bot,1742.9558964525409,0.008308109471560096,0.06978590166802079,18,12,0,0.0,13,2,0,6.259570706339951,3.018284308426531,3.022840610876528,facilite sua vida,catraca livre,catracalivre,facilite sua vida catraca livre catracalivre
114023501,crys. 🇬🇭✨,cuteass_CRYSTAL,718➡️203,west african goddess 💅🏾 | 21 ♉️ | snap: cuteass_crystal | ig: crystalove425 ••Philippians 4:13•• 🌹,1602,1269,14,20325,0,66801,0,0,0,114023501,0,human,1.2622047244094488,0.3042723271758331,41.67311291328759,98,15,0,0.0,9,2,0,3.204933522354145,3.103803720955957,4.308051921242662,west african goddess 21 snap cuteass crystal ig crystalove425 philippians 4 13,crys,cuteass crystal,west african goddess 21 snap cuteass crystal ig crystalove425 philippians 4 13 crys cuteass crystal
20525174,Grime Kids OUT NOW,DJTarget,London,"Author of Grimekids 📚
Music and Talent Lead at @1xtra
Co-founder of Pitched Up
DJ bookings: myles@echolocationtalent.com 
My Views only",106331,1305,659,31,1,112739,0,0,0,20525174,1,bot,81.41807044410413,0.00028383892141209865,1.0602640785464394,135,8,0,0.0,18,4,0,5.026663982604544,3.115943176939055,1.505149978319906,author of grimekids music and talent lead at 1xtra co founder of pitched up dj bookings myles echolocationtalent com my views only,grime kids out now,djtarget,author of grimekids music and talent lead at 1xtra co founder of pitched up dj bookings myles echolocationtalent com my views only grime kids out now djtarget
128799124,Micheille Soifer,MicheilleSoifer,Perú,Peruana | Cantante | Actriz | Conductora | Contrato: 987 587 188 / contacto: oneup@gmail.com,1144084,2668,1319,12839,1,16157,0,0,0,128799124,0,human,428.6568002997377,0.7946528035647976,0.014123076519664185,92,15,0,0.0,16,2,0,6.0584582916419905,3.4263485737875077,4.108565023732835,peruana cantante actriz conductora contrato 987 587 188 contacto oneup gmail com,micheille soifer,micheillesoifer,peruana cantante actriz conductora contrato 987 587 188 contacto oneup gmail com micheille soifer micheillesoifer
71208005,Cheshire Police,cheshirepolice,"Cheshire, United Kingdom",The official Twitter page for Cheshire Police. This account is not monitored 24/7. For Non-Emergency Dial 101. In an Emergency Dial 999. #HereForYou,171918,809,808,3591,1,38608,0,0,0,71208005,1,bot,212.24567901234568,0.09303530264964127,0.22457669018549434,148,14,0,0.0,15,2,0,5.2353238763331715,2.9084850188786495,3.5553363279952666,the official twitter page for cheshire police this account is not monitored 24 7 for non emergency dial 101 in an emergency dial 999 hereforyou,cheshire police,cheshirepolice,the official twitter page for cheshire police this account is not monitored 24 7 for non emergency dial 101 in an emergency dial 999 hereforyou cheshire police cheshirepolice
132830366,ayumi hamasaki,ayu_19980408,in this world,Instagram☞ https://t.co/epqC1Y938S youtube☞ https://t.co/gIIm8RrDCB,1395946,0,15885,0,1,4563,0,1,0,132830366,0,human,1395947.0,0.00021910604732690623,0.003269465101468752,67,12,8,0.6666666666666666,14,2,0,6.144868929716591,0.0,0.0,instagram youtube,ayumi hamasaki,ayu 19980408,instagram youtube ayumi hamasaki ayu 19980408
144804999,Universidad Granada,CanalUGR,"Granada, España","Twitter oficial de la Universidad de Granada. Una de las universidades de mayor prestigio europeo, fundada en 1531 y con 70.000 estudiantes.",125758,90986,1287,2259,1,36061,0,0,0,144804999,1,bot,1.382164485036324,0.06266984637568632,0.2867548247043949,140,8,0,0.0,19,2,0,5.0995390753221725,4.958979345820252,3.3541084391474008,twitter oficial de la universidad de granada una de las universidades de mayor prestigio europeo fundada en 1531 y con 70 000 estudiantes,universidad granada,canalugr,twitter oficial de la universidad de granada una de las universidades de mayor prestigio europeo fundada en 1531 y con 70 000 estudiantes universidad granada canalugr
2249271564,Brendan Coyle Online,BrendanCoyleOL,,"News, photos, and updates on actor Brendan Coyle (@brendancoyle99). Currently starring in @Spotless, @noblemovie and series 6 of @downtonabbey. Unofficial page.",956,91,8,489,0,2221,0,0,0,2249271564,0,human,10.402173913043478,0.22052205220522053,2.32183908045977,160,14,0,0.0,20,3,0,2.9809119377768436,1.9637878273455553,2.690196080028514,news photos and updates on actor brendan coyle brendancoyle99 currently starring in spotless noblemovie and series 6 of downtonabbey unofficial page,brendan coyle online,brendancoyleol,news photos and updates on actor brendan coyle brendancoyle99 currently starring in spotless noblemovie and series 6 of downtonabbey unofficial page brendan coyle online brendancoyleol
3476878998,مٌخْتٓےـلِفھ࿐🎻💛,8o0otshy,مملگتي الخاصة .. 😴♥️,أنا لا #أخسر أبداً ... إما أن أفوز .. أو أتعلم!🦋♥️ #مٌخْتٓےـلِفھ࿐🌼🎻 لا أقبل التم المقدم🤚🏻 #الخاص_مهملُ🚫,83931,9347,310,23934,0,186899,0,1,0,3476878998,1,bot,8.978605049208387,0.12806313536650615,2.2268026497640947,103,8,2,0.25,15,1,0,4.9239275719587505,3.9707187037201894,4.379033431817968,,,8o0otshy,8o0otshy
87115541,ken-ichi,kencya,しおかぜビーチ,マグロ、ご期待ください。,923,938,35,1441,0,84798,0,1,0,87115541,1,bot,0.9840255591054313,0.017004917510819704,91.77380952380952,12,6,0,0.0,8,1,0,2.9656719712201065,2.972665592266111,3.15896526038341,,ken ichi,kencya,ken ichi kencya
213570812,CLAMP・News,CLAMP_news,日本・JAPAN,【CLAMP】（４名でまんがを描いたり脚本を書いたりキャラクターをデザインしたり）の公式アカウント。最初に【ニュース】とある告知とRTが殆どです。 （Instagram：https://t.co/GK6EQjgJHM）,193039,98,2804,11,0,14371,0,0,0,213570812,0,human,1949.8989898989898,0.0008349568605622043,0.07445089100704518,109,10,0,0.0,10,1,0,5.285647308900729,1.99563519459755,1.0791812460476249,clamp rt instagram,clamp news,clamp news,clamp rt instagram clamp news clamp news
2416820011,☆ martinez ☆,Oye_TitoNikee,....,☆ vivo mi vida a lo máximo ☆,937,151,39,302,0,263291,0,1,0,2416820011,1,bot,6.171052631578948,0.0011508135454172553,280.6950959488273,28,13,0,0.0,12,3,0,2.9722028383790646,2.1818435879447726,2.481442628502305,vivo mi vida a lo m ximo,martinez,oye titonikee,vivo mi vida a lo m ximo martinez oye titonikee
499219350,Alex Winchester Jr,_A1W_,302,Speed & Agility Trainer⚡️KC Stallions 10u Coach •• Elite Performance Training for all ages & sports🏈🏀⚾️⚽️🎾 •• Super Savage Training™🏋️‍♂️,946,295,4,4467,0,23633,0,1,0,499219350,0,human,3.199324324324324,0.18904967419818905,24.956705385427668,137,5,1,0.2,18,3,0,2.9763499790032735,2.4712917110589387,3.6501131644435714,speed agility trainer kc stallions 10u coach elite performance training for all ages sports super savage training,alex winchester jr,a1w,speed agility trainer kc stallions 10u coach elite performance training for all ages sports super savage training alex winchester jr a1w
1005564252948582401,Jhon Sijabat,JhonSjbt,"Muara Bungo, Indonesia",🐦 #Verified Official account of Jhon Sijabat. ❗ Advertising ⚠️ Public Figure ⚠️ Adv/Iklan: jhonsijabat44@gmail.com ⭐ #HalaMadrid ⚽,5,44,0,0,0,14,0,1,0,1005564252948582401,1,bot,0.13333333333333333,0.06666666666666667,2.5,130,8,0,0.0,12,2,0,0.7781512503836436,1.6532125137753437,0.0,verified official account of jhon sijabat advertising public figure adv iklan jhonsijabat44 gmail com halamadrid,jhon sijabat,jhonsjbt,verified official account of jhon sijabat advertising public figure adv iklan jhonsijabat44 gmail com halamadrid jhon sijabat jhonsjbt
374294966,Mike Modano,9modano,"AZ, Dallas, Minne, Park City","Mr. Mom living in Paradise. Allison, Jack, Kate and Reese.",329020,481,1240,125,1,6892,0,0,0,374294966,0,human,682.6161825726141,0.01827941389815755,0.02095003054516277,58,7,1,0.14285714285714285,11,2,0,5.5172236179896785,2.6830470382388496,2.100370545117563,mr mom living in paradise allison jack kate and reese,mike modano,9modano,mr mom living in paradise allison jack kate and reese mike modano 9modano
18812728,Andrew Schulz 👑HEZI,andrewschulz,"New York, NY","Comedian. Podcast Papi: The Brilliant Idiots, Flagrant 2, Westerbros. IG: AndrewSchulz Bookings@TheAndrewSchulz.com",97926,671,499,8818,1,3037,0,0,0,18812728,0,human,145.72470238095238,2.902896642527979,0.03102310905061934,115,12,0,0.0,19,3,0,4.990902450070238,2.8273692730538253,3.945419342603063,comedian podcast papi the brilliant idiots flagrant 2 westerbros ig andrewschulz bookings theandrewschulz com,andrew schulz hezi,andrewschulz,comedian podcast papi the brilliant idiots flagrant 2 westerbros ig andrewschulz bookings theandrewschulz com andrew schulz hezi andrewschulz
16231175,Blog do iPhone,blogdoiphone,Brasil,"Um dos mais populares sites sobre iOS (iPhone, iPad e iPod touch) do Brasil.
Tem perguntas? Faça em http://t.co/EGS8aOjROK",365952,83,1826,453,0,25727,0,0,0,16231175,0,human,4356.583333333333,0.017646144278606966,0.07030411009064005,123,12,0,0.0,14,3,0,5.563425311756821,1.9242792860618816,2.6570558528571038,um dos mais populares sites sobre ios iphone ipad e ipod touch do brasil tem perguntas fa a em,blog do iphone,blogdoiphone,um dos mais populares sites sobre ios iphone ipad e ipod touch do brasil tem perguntas fa a em blog do iphone blogdoiphone
15862891,Nature News & Comment,NatureNews,Worldwide,"Science news & opinion from the news team at Nature, the international journal of #science. Get our daily newsletter: https://t.co/jy3hdnoX0w",1888426,3641,19564,1285,1,52220,0,0,0,15862891,1,bot,518.5137287204833,0.0246261082706191,0.027653173779023495,141,10,0,0.0,21,4,0,6.2761002011784,3.5613399414589013,3.109240968588203,science news opinion from the news team at nature the international journal of science get our daily newsletter,nature news comment,naturenews,science news opinion from the news team at nature the international journal of science get our daily newsletter nature news comment naturenews
716110115506622464,BHAD JHAYME,Babgonewild,ATL HOE ,💕Welcome to my fitter 💕 vacuum cleaner enthusiast 👸🏽|| finsta: Jaygonewildd,823,294,5,18059,0,51368,0,1,0,716110115506622464,0,human,2.7932203389830508,0.3515739064416282,62.34101941747573,75,11,0,0.0,11,2,0,2.9159272116971158,2.469822015978163,4.256717745977487,welcome to my fitter vacuum cleaner enthusiast finsta jaygonewildd,bhad jhayme,babgonewild,welcome to my fitter vacuum cleaner enthusiast finsta jaygonewildd bhad jhayme babgonewild
1024806054,Ahmed Gamal,IdolAhmedGamal,,https://t.co/sxh6wauBNs https://t.co/oGmaQP38m8,1574933,105,1324,15105,1,16164,0,0,0,1024806054,0,human,14857.867924528302,0.9344880915558305,0.010263922170706836,47,14,0,0.0,11,2,0,6.197262358737436,2.0253058652647704,4.179149480361149,,ahmed gamal,idolahmedgamal,ahmed gamal idolahmedgamal
15040988,Geoff De Weaver 🇺🇸,geoff_deweaver,"New York, USA",Author: How To Win New Business | Super Strategist | Entrepreneur | Digital Pioneer | Speaker | Marketing + New Business Expert | https://t.co/f7pK5v7nVA,438122,84151,4191,181400,0,485784,0,0,0,15040988,1,bot,5.206329023671452,0.37341828175015696,1.1087868018798375,153,14,0,0.0,18,4,0,5.641596052792169,4.925064442102004,5.258639676843618,author how to win new business super strategist entrepreneur digital pioneer speaker marketing new business expert,geoff de weaver,geoff deweaver,author how to win new business super strategist entrepreneur digital pioneer speaker marketing new business expert geoff de weaver geoff deweaver
